"Year","Phrase","Frequency","Corpus"
1838,"libertà",0.00016507287260278,"ita_2019"
1839,"libertà",0.000161110213541958,"ita_2019"
1840,"libertà",0.000162219079876585,"ita_2019"
1841,"libertà",0.000164934997363681,"ita_2019"
1842,"libertà",0.000166085132929896,"ita_2019"
1843,"libertà",0.000173789860647438,"ita_2019"
1844,"libertà",0.000187358685902187,"ita_2019"
1845,"libertà",0.00022589135915041,"ita_2019"
1846,"libertà",0.000265038632538303,"ita_2019"
1847,"libertà",0.000290655131850924,"ita_2019"
1848,"libertà",0.000315124062970946,"ita_2019"
1849,"libertà",0.000333732224784658,"ita_2019"
1850,"libertà",0.000341708497476897,"ita_2019"
1851,"libertà",0.000338064953601653,"ita_2019"
1852,"libertà",0.000309132189223809,"ita_2019"
1853,"libertà",0.000276402530809199,"ita_2019"
1854,"libertà",0.000256899613304995,"ita_2019"
1855,"libertà",0.000239012552940819,"ita_2019"
1856,"libertà",0.000237271316499183,"ita_2019"
1857,"libertà",0.000248442655512398,"ita_2019"
1858,"libertà",0.000270979175443894,"ita_2019"
1859,"libertà",0.000284721091572594,"ita_2019"
1860,"libertà",0.000299879366398922,"ita_2019"
1861,"libertà",0.000312305346596986,"ita_2019"
1862,"libertà",0.000320825289236382,"ita_2019"
1863,"libertà",0.000328364657304649,"ita_2019"
1864,"libertà",0.000326061380162303,"ita_2019"
1865,"libertà",0.000320445733710325,"ita_2019"
1866,"libertà",0.000311634312051215,"ita_2019"
1867,"libertà",0.000302383114883144,"ita_2019"
1868,"libertà",0.000302857444954238,"ita_2019"
1869,"libertà",0.000301584863336757,"ita_2019"
1870,"libertà",0.000290570876261752,"ita_2019"
1871,"libertà",0.000279443228334588,"ita_2019"
1872,"libertà",0.000266624363056118,"ita_2019"
1873,"libertà",0.00026165708550252,"ita_2019"
1874,"libertà",0.000254449380528448,"ita_2019"
1875,"libertà",0.000238999067473092,"ita_2019"
1876,"libertà",0.000229241781718364,"ita_2019"
1877,"libertà",0.000218544082599692,"ita_2019"
1878,"libertà",0.000209143932027343,"ita_2019"
1879,"libertà",0.000199694620927663,"ita_2019"
1880,"libertà",0.000189165609689163,"ita_2019"
1881,"libertà",0.000183298304494071,"ita_2019"
1882,"libertà",0.000179300458902227,"ita_2019"
1883,"libertà",0.00017345160761449,"ita_2019"
1884,"libertà",0.000169343454347524,"ita_2019"
1885,"libertà",0.000167592181242071,"ita_2019"
1886,"libertà",0.000167163614865526,"ita_2019"
1887,"libertà",0.000168564448748449,"ita_2019"
1888,"libertà",0.000165225303914797,"ita_2019"
1889,"libertà",0.000162447669676372,"ita_2019"
1890,"libertà",0.000158059816125647,"ita_2019"
1891,"libertà",0.000158778632924493,"ita_2019"
1892,"libertà",0.000155605591966638,"ita_2019"
1893,"libertà",0.000150319338510079,"ita_2019"
1894,"libertà",0.00014759593925971,"ita_2019"
1895,"libertà",0.000146760193664314,"ita_2019"
1896,"libertà",0.000146085930672208,"ita_2019"
1897,"libertà",0.000146265838079021,"ita_2019"
1898,"libertà",0.000146573251445911,"ita_2019"
1899,"libertà",0.000146033468938965,"ita_2019"
1900,"libertà",0.000147545348486996,"ita_2019"
1901,"libertà",0.000144626232213341,"ita_2019"
1902,"libertà",0.000142362629828442,"ita_2019"
1903,"libertà",0.000140418593738494,"ita_2019"
1904,"libertà",0.000140684178664482,"ita_2019"
1905,"libertà",0.000137438365657415,"ita_2019"
1906,"libertà",0.000136705414791192,"ita_2019"
1907,"libertà",0.000134037277478326,"ita_2019"
1908,"libertà",0.000138033208453895,"ita_2019"
1909,"libertà",0.000137582722735325,"ita_2019"
1910,"libertà",0.000137890992586368,"ita_2019"
1911,"libertà",0.000138024974148721,"ita_2019"
1912,"libertà",0.000140391190403274,"ita_2019"
1913,"libertà",0.000141585272753478,"ita_2019"
1914,"libertà",0.000146337547838422,"ita_2019"
1915,"libertà",0.000147219861641393,"ita_2019"
1916,"libertà",0.000150152706607644,"ita_2019"
1917,"libertà",0.000152739403087513,"ita_2019"
1918,"libertà",0.000155612339897613,"ita_2019"
1919,"libertà",0.000155211935634725,"ita_2019"
1920,"libertà",0.000155999329373507,"ita_2019"
1921,"libertà",0.000153268194740771,"ita_2019"
1922,"libertà",0.00014929732839976,"ita_2019"
1923,"libertà",0.000147043263755872,"ita_2019"
1924,"libertà",0.000141779042938392,"ita_2019"
1925,"libertà",0.000135897268981872,"ita_2019"
1926,"libertà",0.000132758202588385,"ita_2019"
1927,"libertà",0.000128234816656914,"ita_2019"
1928,"libertà",0.000126415116288367,"ita_2019"
1929,"libertà",0.00012425613801627,"ita_2019"
1930,"libertà",0.000120648560238936,"ita_2019"
1931,"libertà",0.000118424545299994,"ita_2019"
1932,"libertà",0.000116123759653419,"ita_2019"
1933,"libertà",0.000114032149472873,"ita_2019"
1934,"libertà",0.000112000046231385,"ita_2019"
1935,"libertà",0.000108477984862735,"ita_2019"
1936,"libertà",0.000105050693881432,"ita_2019"
1937,"libertà",0.000104797912562,"ita_2019"
1938,"libertà",0.000106327451898583,"ita_2019"
1939,"libertà",0.000109651871233447,"ita_2019"
1940,"libertà",0.000115588818776554,"ita_2019"
1941,"libertà",0.000132530186549827,"ita_2019"
1942,"libertà",0.000160158888320439,"ita_2019"
1943,"libertà",0.000180085095053073,"ita_2019"
1944,"libertà",0.000193183005779117,"ita_2019"
1945,"libertà",0.000206508355664222,"ita_2019"
1946,"libertà",0.000216871938651561,"ita_2019"
1947,"libertà",0.000221937489446386,"ita_2019"
1948,"libertà",0.000218794288230129,"ita_2019"
1949,"libertà",0.000199424447990688,"ita_2019"
1950,"libertà",0.00019199306136995,"ita_2019"
1951,"libertà",0.000189253941893445,"ita_2019"
1952,"libertà",0.00018413327468027,"ita_2019"
1953,"libertà",0.000179331400431693,"ita_2019"
1954,"libertà",0.000177768672334163,"ita_2019"
1955,"libertà",0.000178778435968395,"ita_2019"
1956,"libertà",0.000183513516926074,"ita_2019"
1957,"libertà",0.000183654863836377,"ita_2019"
1958,"libertà",0.000186549516261688,"ita_2019"
1959,"libertà",0.000188716587477497,"ita_2019"
1960,"libertà",0.000193196716801529,"ita_2019"
1961,"libertà",0.000195621546091778,"ita_2019"
1962,"libertà",0.000197600930862661,"ita_2019"
1963,"libertà",0.000200395330986274,"ita_2019"
1964,"libertà",0.000202381444978528,"ita_2019"
1965,"libertà",0.000201846628832365,"ita_2019"
1966,"libertà",0.000206593191251159,"ita_2019"
1967,"libertà",0.000204090064341602,"ita_2019"
1968,"libertà",0.000204796946491115,"ita_2019"
1969,"libertà",0.000200005934207833,"ita_2019"
1970,"libertà",0.000199645246279293,"ita_2019"
1971,"libertà",0.000200225763754653,"ita_2019"
1972,"libertà",0.000200461128510402,"ita_2019"
1973,"libertà",0.000200106406867105,"ita_2019"
1974,"libertà",0.00020078025201136,"ita_2019"
1975,"libertà",0.00019896516459994,"ita_2019"
1976,"libertà",0.00019890082018849,"ita_2019"
1977,"libertà",0.000192930759762281,"ita_2019"
1978,"libertà",0.000187885265664331,"ita_2019"
1979,"libertà",0.000182685255172795,"ita_2019"
1980,"libertà",0.000173797710366281,"ita_2019"
1981,"libertà",0.000170123653203648,"ita_2019"
1982,"libertà",0.000166058147442527,"ita_2019"
1983,"libertà",0.000161501489596308,"ita_2019"
1984,"libertà",0.000159639524229403,"ita_2019"
1985,"libertà",0.000157155298178882,"ita_2019"
1986,"libertà",0.000158164533786476,"ita_2019"
1987,"libertà",0.000159624537835563,"ita_2019"
1988,"libertà",0.000157277950035807,"ita_2019"
1989,"libertà",0.000156686549806701,"ita_2019"
1990,"libertà",0.000156582647053126,"ita_2019"
1991,"libertà",0.000155376072923121,"ita_2019"
1992,"libertà",0.000156289384384373,"ita_2019"
1993,"libertà",0.000153485567092762,"ita_2019"
1994,"libertà",0.000151566857571847,"ita_2019"
1995,"libertà",0.000152374863059127,"ita_2019"
1996,"libertà",0.000153460668765807,"ita_2019"
1997,"libertà",0.000153998960740864,"ita_2019"
1998,"libertà",0.000155699287591103,"ita_2019"
1999,"libertà",0.000156174530275166,"ita_2019"
2000,"libertà",0.00015888676612771,"ita_2019"
2001,"libertà",0.000161107689824088,"ita_2019"
2002,"libertà",0.000162022159202024,"ita_2019"
2003,"libertà",0.000164429781891938,"ita_2019"
2004,"libertà",0.000163415078921909,"ita_2019"
2005,"libertà",0.000160970758380634,"ita_2019"
2006,"libertà",0.000158680501044728,"ita_2019"
2007,"libertà",0.000151884280577568,"ita_2019"
2008,"libertà",0.000145849291584454,"ita_2019"
2009,"libertà",0.000140603461269555,"ita_2019"
2010,"libertà",0.000134298060272288,"ita_2019"
2011,"libertà",0.000131422537378967,"ita_2019"
2012,"libertà",0.000126867636156801,"ita_2019"
2013,"libertà",0.000123038394251905,"ita_2019"
2014,"libertà",0.000122929422234717,"ita_2019"
2015,"libertà",0.000122516869201458,"ita_2019"
2016,"libertà",0.00012012364459224,"ita_2019"
2017,"libertà",0.000118343079520855,"ita_2019"
2018,"libertà",0.00011614081740845,"ita_2019"
2019,"libertà",0.000117638359370176,"ita_2019"
1800,"diritti",6.8010832364962e-05,"ita_2019"
1801,"diritti",6.69361623295117e-05,"ita_2019"
1802,"diritti",6.4754660949499e-05,"ita_2019"
1803,"diritti",6.84451640284221e-05,"ita_2019"
1804,"diritti",6.5574402729648e-05,"ita_2019"
1805,"diritti",6.63045429973863e-05,"ita_2019"
1806,"diritti",6.95757995085192e-05,"ita_2019"
1807,"diritti",7.69777673537776e-05,"ita_2019"
1808,"diritti",7.85338868029482e-05,"ita_2019"
1809,"diritti",8.09858715261466e-05,"ita_2019"
1810,"diritti",7.40576262095211e-05,"ita_2019"
1811,"diritti",8.0143258985897e-05,"ita_2019"
1812,"diritti",9.13034844935672e-05,"ita_2019"
1813,"diritti",9.33357114263345e-05,"ita_2019"
1814,"diritti",8.70817763955399e-05,"ita_2019"
1815,"diritti",8.69254410125515e-05,"ita_2019"
1816,"diritti",8.62856016153403e-05,"ita_2019"
1817,"diritti",9.01193561730906e-05,"ita_2019"
1818,"diritti",8.25567590904289e-05,"ita_2019"
1819,"diritti",7.14807860536634e-05,"ita_2019"
1820,"diritti",6.91351015120745e-05,"ita_2019"
1821,"diritti",7.0249725208019e-05,"ita_2019"
1822,"diritti",6.95439136636976e-05,"ita_2019"
1823,"diritti",6.9145550826631e-05,"ita_2019"
1824,"diritti",6.97043287800625e-05,"ita_2019"
1825,"diritti",7.23175648350402e-05,"ita_2019"
1826,"diritti",7.2528059328241e-05,"ita_2019"
1827,"diritti",7.28247427364944e-05,"ita_2019"
1828,"diritti",7.71890824710551e-05,"ita_2019"
1829,"diritti",8.07631180837884e-05,"ita_2019"
1830,"diritti",8.45059631891283e-05,"ita_2019"
1831,"diritti",8.74975417640858e-05,"ita_2019"
1832,"diritti",9.11877577891573e-05,"ita_2019"
1833,"diritti",9.71710355120844e-05,"ita_2019"
1834,"diritti",0.00010308142165221,"ita_2019"
1835,"diritti",0.000103086168694842,"ita_2019"
1836,"diritti",0.000106681498956667,"ita_2019"
1837,"diritti",0.000110665666787619,"ita_2019"
1838,"diritti",0.00011882988889868,"ita_2019"
1839,"diritti",0.000124674565865592,"ita_2019"
1840,"diritti",0.000126278897888759,"ita_2019"
1841,"diritti",0.000124961823790467,"ita_2019"
1842,"diritti",0.000128044062876143,"ita_2019"
1843,"diritti",0.00012612300426034,"ita_2019"
1844,"diritti",0.000126538229648889,"ita_2019"
1845,"diritti",0.000128846471073172,"ita_2019"
1846,"diritti",0.000132915093022997,"ita_2019"
1847,"diritti",0.000136477759432247,"ita_2019"
1848,"diritti",0.000144251146204104,"ita_2019"
1849,"diritti",0.000145797599023873,"ita_2019"
1850,"diritti",0.000148320806537023,"ita_2019"
1851,"diritti",0.000147773489256256,"ita_2019"
1852,"diritti",0.000143868890258351,"ita_2019"
1853,"diritti",0.000138303649561879,"ita_2019"
1854,"diritti",0.000132335074470445,"ita_2019"
1855,"diritti",0.000124086110320474,"ita_2019"
1856,"diritti",0.000125536256486417,"ita_2019"
1857,"diritti",0.000133161297916169,"ita_2019"
1858,"diritti",0.000138501530662844,"ita_2019"
1859,"diritti",0.000141744607909849,"ita_2019"
1860,"diritti",0.000144370253630249,"ita_2019"
1861,"diritti",0.0001498798945769,"ita_2019"
1862,"diritti",0.00016139517330365,"ita_2019"
1863,"diritti",0.000165966079553722,"ita_2019"
1864,"diritti",0.000164836595234062,"ita_2019"
1865,"diritti",0.000166202259216724,"ita_2019"
1866,"diritti",0.000163047719979659,"ita_2019"
1867,"diritti",0.000162051267190171,"ita_2019"
1868,"diritti",0.000164832811736103,"ita_2019"
1869,"diritti",0.000160462532741284,"ita_2019"
1870,"diritti",0.000157877278979868,"ita_2019"
1871,"diritti",0.00015714685806805,"ita_2019"
1872,"diritti",0.000153509155747348,"ita_2019"
1873,"diritti",0.000154888078603627,"ita_2019"
1874,"diritti",0.000151931921469181,"ita_2019"
1875,"diritti",0.000145508469099046,"ita_2019"
1876,"diritti",0.000142749448839043,"ita_2019"
1877,"diritti",0.000139178830847543,"ita_2019"
1878,"diritti",0.000135393393325752,"ita_2019"
1879,"diritti",0.000135214438029964,"ita_2019"
1880,"diritti",0.000133403350316387,"ita_2019"
1881,"diritti",0.000141064420209399,"ita_2019"
1882,"diritti",0.000143545509282766,"ita_2019"
1883,"diritti",0.000146687043265307,"ita_2019"
1884,"diritti",0.000147693950566463,"ita_2019"
1885,"diritti",0.000149189482077158,"ita_2019"
1886,"diritti",0.000151092560762273,"ita_2019"
1887,"diritti",0.000153563559121851,"ita_2019"
1888,"diritti",0.000148879347502121,"ita_2019"
1889,"diritti",0.000149754441476294,"ita_2019"
1890,"diritti",0.000146753765875474,"ita_2019"
1891,"diritti",0.000144824826358152,"ita_2019"
1892,"diritti",0.000143163170183211,"ita_2019"
1893,"diritti",0.000142847312547799,"ita_2019"
1894,"diritti",0.000140977961044492,"ita_2019"
1895,"diritti",0.000139739896569933,"ita_2019"
1896,"diritti",0.000138632333671142,"ita_2019"
1897,"diritti",0.000137553171953186,"ita_2019"
1898,"diritti",0.000139424361155501,"ita_2019"
1899,"diritti",0.000139966295267056,"ita_2019"
1900,"diritti",0.000138205702699322,"ita_2019"
1901,"diritti",0.000138137001028684,"ita_2019"
1902,"diritti",0.000135486145154573,"ita_2019"
1903,"diritti",0.000137127794524921,"ita_2019"
1904,"diritti",0.000136777677523371,"ita_2019"
1905,"diritti",0.000134670196400423,"ita_2019"
1906,"diritti",0.000133488163036028,"ita_2019"
1907,"diritti",0.000132206669409892,"ita_2019"
1908,"diritti",0.00012892647022714,"ita_2019"
1909,"diritti",0.000128221149290247,"ita_2019"
1910,"diritti",0.000125076436753651,"ita_2019"
1911,"diritti",0.000125382149625303,"ita_2019"
1912,"diritti",0.00012709570624533,"ita_2019"
1913,"diritti",0.000126871962233313,"ita_2019"
1914,"diritti",0.000127741119026073,"ita_2019"
1915,"diritti",0.000128257028076665,"ita_2019"
1916,"diritti",0.000129756725592805,"ita_2019"
1917,"diritti",0.00012675719231733,"ita_2019"
1918,"diritti",0.000124868381785096,"ita_2019"
1919,"diritti",0.000121238517749589,"ita_2019"
1920,"diritti",0.000121255476967365,"ita_2019"
1921,"diritti",0.000117857633865372,"ita_2019"
1922,"diritti",0.000115628454035946,"ita_2019"
1923,"diritti",0.000113192463426718,"ita_2019"
1924,"diritti",0.000113052430346475,"ita_2019"
1925,"diritti",0.000110305225202215,"ita_2019"
1926,"diritti",0.000107976571598556,"ita_2019"
1927,"diritti",0.00010358946539262,"ita_2019"
1928,"diritti",0.000102808552453228,"ita_2019"
1929,"diritti",0.000102082459696768,"ita_2019"
1930,"diritti",0.00010044968283702,"ita_2019"
1931,"diritti",9.94215172665593e-05,"ita_2019"
1932,"diritti",9.88361675159207e-05,"ita_2019"
1933,"diritti",9.98318469750562e-05,"ita_2019"
1934,"diritti",0.000100005262148833,"ita_2019"
1935,"diritti",9.88434372369998e-05,"ita_2019"
1936,"diritti",9.9130799104127e-05,"ita_2019"
1937,"diritti",0.000100559586176782,"ita_2019"
1938,"diritti",0.000102279813810518,"ita_2019"
1939,"diritti",0.000103816879605542,"ita_2019"
1940,"diritti",0.000102936549020732,"ita_2019"
1941,"diritti",0.000103006249576408,"ita_2019"
1942,"diritti",0.000105052187531588,"ita_2019"
1943,"diritti",0.000107568240699558,"ita_2019"
1944,"diritti",0.000107087678251056,"ita_2019"
1945,"diritti",0.000107173886915137,"ita_2019"
1946,"diritti",0.000106995612441096,"ita_2019"
1947,"diritti",0.000108649025995484,"ita_2019"
1948,"diritti",0.000108161640777585,"ita_2019"
1949,"diritti",0.000108922529242201,"ita_2019"
1950,"diritti",0.000106790194487465,"ita_2019"
1951,"diritti",0.000106465948712347,"ita_2019"
1952,"diritti",0.000105481058458931,"ita_2019"
1953,"diritti",0.000106842941022478,"ita_2019"
1954,"diritti",0.000105793595139403,"ita_2019"
1955,"diritti",0.000112865297913751,"ita_2019"
1956,"diritti",0.000111220116585693,"ita_2019"
1957,"diritti",0.000110806143701276,"ita_2019"
1958,"diritti",0.000111122167644291,"ita_2019"
1959,"diritti",0.000111866489792841,"ita_2019"
1960,"diritti",0.000112189617149332,"ita_2019"
1961,"diritti",0.000111865372413636,"ita_2019"
1962,"diritti",0.00010701449978764,"ita_2019"
1963,"diritti",0.000107072429922742,"ita_2019"
1964,"diritti",0.000107288125686214,"ita_2019"
1965,"diritti",0.000107503460770074,"ita_2019"
1966,"diritti",0.000107891014652393,"ita_2019"
1967,"diritti",0.000106487986548538,"ita_2019"
1968,"diritti",0.000107807408702294,"ita_2019"
1969,"diritti",0.000107360359314563,"ita_2019"
1970,"diritti",0.000108237808620158,"ita_2019"
1971,"diritti",0.000108401580031828,"ita_2019"
1972,"diritti",0.000107725204933169,"ita_2019"
1973,"diritti",0.000107276311609894,"ita_2019"
1974,"diritti",0.00010752505893054,"ita_2019"
1975,"diritti",0.000107581562977949,"ita_2019"
1976,"diritti",0.000107722165661731,"ita_2019"
1977,"diritti",0.000107067690156068,"ita_2019"
1978,"diritti",0.00010728881378392,"ita_2019"
1979,"diritti",0.000107793113524427,"ita_2019"
1980,"diritti",0.000106053465320396,"ita_2019"
1981,"diritti",0.000105538785906642,"ita_2019"
1982,"diritti",0.000104529956713252,"ita_2019"
1983,"diritti",0.000103898619792225,"ita_2019"
1984,"diritti",0.000104634085021514,"ita_2019"
1985,"diritti",0.000105074014365008,"ita_2019"
1986,"diritti",0.00010779000045399,"ita_2019"
1987,"diritti",0.000110651418383765,"ita_2019"
1988,"diritti",0.000111681264700435,"ita_2019"
1989,"diritti",0.000113879816905994,"ita_2019"
1990,"diritti",0.000114142012275157,"ita_2019"
1991,"diritti",0.000113632622482588,"ita_2019"
1992,"diritti",0.000114197363602995,"ita_2019"
1993,"diritti",0.000111795550245526,"ita_2019"
1994,"diritti",0.000111851333973131,"ita_2019"
1995,"diritti",0.000112832042629764,"ita_2019"
1996,"diritti",0.000114071246311401,"ita_2019"
1997,"diritti",0.000116053517558612,"ita_2019"
1998,"diritti",0.000119114954681468,"ita_2019"
1999,"diritti",0.000119129913010901,"ita_2019"
2000,"diritti",0.000120717118469266,"ita_2019"
2001,"diritti",0.000120599248995339,"ita_2019"
2002,"diritti",0.000119556990934403,"ita_2019"
